episode,return,return_ma50
1139,9.2081,3.8276
1140,-11.1458,3.8541
1141,-6.8954,3.9793
1142,25.4382,3.5855
1143,19.5689,3.9985
1144,-8.9083,3.8119
1145,34.7145,4.7966
1146,6.2859,5.1678
1147,-0.2374,4.3724
1148,9.1085,4.6061
1149,20.6285,5.0301
1150,9.2066,5.4495
1151,-10.6563,5.4603
1152,43.6055,6.4382
1153,-12.1819,6.4340
1154,17.0834,6.4416
1155,-13.2450,6.2709
1156,-6.3547,5.4385
1157,9.5363,5.8635
1158,17.6552,5.9320
1159,-10.0679,6.0143
1160,24.7328,6.7429
1161,-10.5552,6.4856
1162,10.4132,6.3814
1163,-12.9842,6.0266
1164,-9.9902,6.0607
1165,-7.8906,5.7456
1166,-10.3216,5.3917
1167,17.0255,5.7405
1168,-5.4282,5.4675
1169,14.2212,5.9021
1170,27.1458,5.1598
1171,-7.9818,5.2185
1172,15.0717,5.4281
1173,16.0936,5.9328
1174,24.1351,5.9757
1175,8.3915,4.8340
1176,14.7159,5.3726
1177,-10.0961,5.4308
1178,11.6832,5.5585
1179,-13.3891,5.4309
1180,21.3485,5.7240
1181,33.4315,6.5803
1182,36.2065,7.5372
1183,49.5026,8.1012
1184,27.8089,8.2666
1185,22.5449,7.9600
1186,30.3641,8.8425
1187,-4.0365,8.8896
1188,-9.2992,8.9042
1189,2.6802,8.7737
1190,-5.5062,8.8864
1191,-12.3417,8.7775
1192,14.2217,8.5532
1193,16.9583,8.5010
1194,57.1836,9.8228
1195,39.4601,9.9177
1196,38.1055,10.5541
1197,27.6687,11.1122
1198,2.1554,10.9732
1199,-7.8513,10.4036
1200,81.7520,81.7520
1201,85.8416,83.7968
1202,79.3392,82.3109
1203,61.8132,77.1865
1204,14.9238,64.7340
1205,36.1518,59.9703
1206,82.7866,63.2297
1207,37.6002,60.0260
1208,55.9622,59.5745
1209,67.4036,60.3574
1210,61.7954,60.4881
1211,96.3772,63.4789
1212,78.4866,64.6333
1213,74.8605,65.3639
1214,66.0143,65.4072
1215,93.0410,67.1343
1216,85.8175,68.2333
1217,103.7343,70.2056
1218,102.7783,71.9200
1219,91.5415,72.9010
1220,52.5779,71.9333
1221,83.6515,72.4659
1222,81.5513,72.8609
1223,62.5201,72.4301
1224,-4.1883,69.3653
1225,79.7461,69.7646
1226,53.3814,69.1578
1227,80.4182,69.5600
1228,62.7167,69.3240
1229,87.6977,69.9364
1230,55.8258,69.4813
1231,104.7090,70.5821
1232,47.6605,69.8875
1233,91.7853,70.5316
1234,52.2869,70.0103
1235,97.9768,70.7872
1236,20.4973,69.4280
1237,63.8166,69.2803
1238,125.5822,70.7239
1239,70.5606,70.7199
1240,47.4519,70.1524
1241,84.5359,70.4948
1242,67.5052,70.4253
1243,95.1350,70.9869
1244,88.0520,71.3661
1245,56.4395,71.0416
1246,90.3729,71.4529
1247,118.0347,72.4234
1248,115.2202,73.2968
1249,140.9979,74.6508
1250,86.9082,74.7539
1251,126.8432,75.5740
1252,75.1909,75.4910
1253,78.8519,75.8318
1254,110.3620,77.7405
1255,149.2069,80.0016
1256,124.5500,80.8369
1257,152.7624,83.1401
1258,151.0088,85.0411
1259,99.7610,85.6882
1260,115.7979,86.7683
1261,88.4145,86.6090
1262,119.3091,87.4255
1263,117.4068,88.2764
1264,81.9105,88.5943
1265,58.6172,87.9058
1266,72.7801,87.6451
1267,84.9553,87.2695
1268,119.5575,87.6051
1269,83.6431,87.4471
1270,83.6249,88.0681
1271,137.1973,89.1390
1272,59.6703,88.7014
1273,28.7432,88.0258
1274,55.8687,89.2270
1275,68.2687,88.9974
1276,-1.9656,87.8905
1277,100.2279,88.2867
1278,44.2888,87.9181
1279,57.9508,87.3232
1280,51.7394,87.2414
1281,19.7905,85.5431
1282,69.5836,85.9815
1283,76.1977,85.6698
1284,83.4929,86.2939
1285,88.2482,86.0993
1286,107.9962,87.8493
1287,80.8389,88.1897
1288,40.1407,86.4809
1289,47.3288,86.0163
1290,95.9253,86.9857
1291,3.9436,85.3739
1292,39.9733,84.8233
1293,33.5304,83.5912
1294,-24.9900,81.3303
1295,25.8770,80.7191
1296,70.2707,80.3170
1297,-0.5968,77.9444
1298,-8.7433,75.4651
1299,32.6797,73.2988
1300,63.2054,72.8247
1301,-15.7394,69.9731
1302,49.4544,69.4583
1303,58.6184,69.0537
1304,87.5058,68.5965
1305,-3.9499,65.5334
1306,47.3722,63.9899
1307,47.9949,61.8945
1308,103.8094,60.9505
1309,72.7821,60.4109
1310,63.6117,59.3672
1311,67.7342,58.9536
1312,94.0879,58.4492
1313,14.4348,56.3897
1314,-3.6699,54.6781
1315,62.3220,54.7522
1316,54.7756,54.3921
1317,20.3800,53.1006
1318,75.6106,52.2217
1319,40.1528,51.3519
1320,-3.8792,49.6018
1321,54.9096,47.9561
1322,59.3729,47.9501
1323,13.8051,47.6513
1324,72.3146,47.9803
1325,44.1103,47.4971
1326,101.1751,49.5599
1327,-1.8635,47.5181
1328,27.1917,47.1761
1329,48.2629,46.9824
1330,30.4293,46.5562
1331,86.2088,47.8845
1332,64.9876,47.7926
1333,38.9871,47.0484
1334,60.3232,46.5850
1335,33.0450,45.4810
1336,80.6972,44.9350
1337,2.1617,43.3614
1338,-4.9753,42.4591
1339,3.7725,41.5880
1340,1.7728,39.7049
1341,51.7090,40.6602
1342,45.0551,40.7619
1343,24.1316,40.5739
1344,33.8353,41.7504
1345,27.2395,41.7777
1346,22.6147,40.8245
1347,62.0123,42.0767
1348,48.1793,43.2152
1349,13.6053,42.8337
1350,30.5051,42.1797
1351,37.6405,43.2473
1352,40.2645,43.0635
1353,29.0673,42.4725
1354,35.7633,41.4376
1355,64.1550,42.7997
1356,19.0584,42.2334
1357,47.1686,42.2169
1358,59.2144,41.3250
1359,53.7702,40.9448
1360,70.4644,41.0818
1361,61.8541,40.9642
1362,70.1379,40.4852
1363,29.9019,40.7946
1364,58.9174,42.0463
1365,29.2575,41.3850
1366,-0.1454,40.2866
1367,-7.2821,39.7334
1368,17.2995,38.5671
1369,-20.7363,37.3494
1370,12.8030,37.6830
1371,8.1350,36.7475
1372,-23.8384,35.0833
1373,-28.4489,34.2382
1374,-7.5668,32.6406
1375,-4.8674,31.6610
1376,-20.7491,29.2225
1377,14.2950,29.5457
1378,8.5811,29.1735
1379,22.0737,28.6497
1380,-11.1108,27.8189
1381,-24.4910,25.6049
1382,-18.4518,23.9361
1383,-15.4859,22.8467
1384,-16.7494,21.3052
1385,68.3883,22.0121
1386,-12.2909,20.1523
1387,-6.6719,19.9756
1388,-8.9848,19.8955
1389,28.6920,20.3938
1390,-5.5002,20.2484
1391,21.7413,19.6490
1392,-18.3113,18.3817
1393,-25.1446,17.3962
1394,-13.6024,16.4474
1395,-4.1889,15.8189
1396,-39.6160,14.5742
1397,-18.3562,12.9669
1398,-31.2778,11.3777
1399,-2.9979,11.0457
1400,19.7889,10.8313
1401,-5.8844,9.9608
1402,20.2091,9.5597
1403,21.9366,9.4171
1404,-21.8872,8.2641
1405,-21.0296,6.5604
1406,28.5495,6.7502
1407,-48.9405,4.8281
1408,32.9768,4.3033
1409,-26.1461,2.7050
1410,-20.5950,0.8838
1411,34.8730,0.3442
1412,-22.2043,-1.5027
1413,26.2727,-1.5753
1414,4.0475,-2.6727
1415,1.6124,-3.2256
1416,-51.5496,-4.2536
1417,14.3733,-3.8205
1418,23.0761,-3.7050
1419,-11.7865,-3.5260
1420,-1.8521,-3.8191
1421,-2.3376,-4.0286
1422,2.6186,-3.4994
1423,-22.2153,-3.3747
1424,13.9447,-2.9445
1425,17.7380,-2.4924
1426,-16.4900,-2.4072
1427,0.4690,-2.6837
1428,-16.4790,-3.1849
1429,11.4903,-3.3966
1430,4.6320,-3.0818
1431,7.5798,-2.4403
1432,-9.8856,-2.2690
1433,-7.9193,-2.1177
1434,-42.1528,-2.6258
1435,48.0060,-3.0334
1436,-3.7981,-2.8635
1437,12.4187,-2.4817
1438,30.7755,-1.6865
1439,2.5478,-2.2094
1440,10.3932,-1.8915
1441,-8.1032,-2.4884
1442,-10.3067,-2.3283
1443,44.6266,-0.9329
1444,49.6344,0.3318
1445,-14.4126,0.1273
1446,22.6932,1.3735
1447,60.1996,2.9446
1448,-16.3805,3.2426
1449,27.4847,3.8522
1450,8.7790,3.6320
1451,11.9106,3.9879
1452,-13.4995,3.3138
1453,37.0462,3.6160
1454,10.9437,4.2726
1455,-2.7844,4.6375
1456,61.6792,5.3001
1457,-26.4570,5.7497
1458,-2.4808,5.0406
1459,21.1005,5.9855
1460,25.6544,6.9105
1461,-8.5400,6.0423
1462,3.1292,6.5489
1463,18.4106,6.3917
1464,39.5412,7.1016
1465,46.1035,7.9914
1466,33.6740,9.6959
1467,-24.6900,8.9146
1468,13.6890,8.7268
1469,-8.2292,8.7980
1470,35.7434,9.5499
1471,91.9643,11.4359
1472,12.0829,11.6252
1473,36.2524,12.7946
1474,52.2884,13.5615
1475,14.7670,13.5020
1476,-3.8009,13.7558
1477,13.0391,14.0072
1478,56.2930,15.4627
1479,23.8782,15.7104
1480,33.3671,16.2851
1481,19.1577,16.5167
1482,40.8830,17.5320
1483,-7.5697,17.5390
1484,-25.1745,17.8786
1485,-23.3374,16.4517
1486,26.0481,17.0487
1487,-8.7136,16.6260
1488,23.2424,16.4754
1489,-7.1592,16.2812
1490,-9.3089,15.8872
1491,39.2154,16.8335
1492,-3.8755,16.9622
1493,82.2406,17.7144
1494,21.0915,17.1436
1495,35.7996,18.1478
1496,21.0119,18.1142
1497,25.5125,17.4205
1498,0.6747,17.7616
1499,-24.4074,16.7237
