episode,return,return_ma50
1058,-2.5144,21.9346
1059,-11.4908,21.4615
1060,-13.5872,21.4196
1061,-13.2241,20.5874
1062,42.0694,21.6110
1063,-3.2355,20.9295
1064,9.5125,21.0085
1065,-10.0213,19.7613
1066,-9.4274,18.5592
1067,2.3463,17.5920
1068,23.4078,18.3452
1069,54.2130,19.4180
1070,30.2354,19.7633
1071,5.9945,19.2617
1072,-11.9263,17.8817
1073,11.8822,17.5197
1074,5.2083,17.8983
1075,8.3398,17.3900
1076,-9.7026,16.0202
1077,62.7511,17.5893
1078,6.3534,17.0684
1079,-2.1034,15.8257
1080,5.6314,15.7570
1081,-11.8595,14.4466
1082,-11.8278,13.3973
1083,3.6763,13.6187
1084,-10.8464,12.9710
1085,11.4741,13.4646
1086,-11.9468,12.1131
1087,-5.5495,11.6189
1088,12.5999,11.4262
1089,-13.4444,10.6799
1090,-12.4691,10.1298
1091,-13.1558,9.9617
1092,45.1264,10.3191
1093,-1.0792,9.2717
1094,0.4213,8.5839
1095,-14.5221,7.9259
1096,-12.2697,7.1166
1097,39.5332,6.7181
1098,-2.5794,6.5675
1099,-0.5732,6.5734
1100,-11.7633,5.8653
1101,-11.1960,5.0133
1102,-5.2901,4.5822
1103,-11.9715,4.2153
1104,16.7038,3.7737
1105,-4.7106,3.1978
1106,35.2693,3.2558
1107,-11.7134,3.3350
1108,14.2304,3.6699
1109,-14.1837,3.6160
1110,-11.6992,3.6538
1111,2.3097,3.9645
1112,15.6257,3.4356
1113,4.7561,3.5954
1114,-11.6987,3.1712
1115,7.8674,3.5290
1116,7.3713,3.8649
1117,-0.4155,3.8097
1118,8.2245,3.5060
1119,-7.5127,2.2715
1120,64.2646,2.9521
1121,-10.9180,2.6139
1122,4.5910,2.9442
1123,-9.1426,2.5237
1124,21.9913,2.8594
1125,65.4760,4.0021
1126,-12.2154,3.9518
1127,-13.0064,2.4367
1128,5.3023,2.4157
1129,-7.0087,2.3175
1130,6.6914,2.3387
1131,-9.3839,2.3883
1132,-11.6365,2.3921
1133,21.3034,2.7446
1134,19.5383,3.3523
1135,37.8709,3.8803
1136,-13.7598,3.8440
1137,-6.3898,3.8272
1138,-10.0302,3.3746
